Rank,Word,Pronunciation,PoS,Definition
1604,lock,/lɒk/,verb,to close something with a device so others can't open it
1934,luck,/lʌk/,noun,"accidental way things happen, often good things"
1866,lucky,/ˈlʌ.ki/,adj,fortunate; having good things happen to you
1643,mail,/meɪl/,noun,"a letter, package, or email"
1896,manufacturer,/mæn.jʊ.fæk.tʃər.ər/,noun,a person or company that makes a product
1923,massive,/ˈmæs.ɪv/,adj,very big; very large and heavy
1927,mathematics,/ˌmæθ.əˈmæt.ɪks/,noun,study or science of numbers and shapes
1841,maximum,/ˈmæk.sə.məm/,noun,largest or greatest
1753,meanwhile,/ˈminˌwaɪl/,adv,at or during the same time; in the meantime
1869,meat,/mit/,noun,the muscles and soft parts of animals or birds that is eaten as food
1862,mechanism,/ˈmɛk.əˌnɪz.əm/,noun,a part or a set of parts of a machine that has a particular function
1761,medicine,/ˈmɛd.ə.sɪn/,noun,liquid or pills used to treat illness or pain; the study of treating illness or pain
1649,mental,/ˈmɛn.tl/,adj,concerning the mind
1798,merely,/ˈmɪər.li/,adv,"only, simply, or nothing more than"
1834,metal,/ˈmɛt.l/,noun,"a type of hardy material that is usually hard and shiny that can be used to make things, such as iron, gold, or steel"
1789,milk,/mɪlk/,noun,the white liquid produced by females to feed their babies
1769,minimum,/ˈmɪn.ə.məm/,noun,lowest number or amount that is possible
1997,minor,/ˈmaɪ.nər/,adj,"not so large in size, not important or valuable"
1987,minority,/maɪˈnɔr.ɪ.ti/,noun,a part of a group that is less than half of the whole; a small part
1691,mission,/ˈmɪʃ.ən/,noun,a special task or job that is given to a person or group
1738,mobile,/ˈmoʊ.bil/,adj,able to move from one place to another
1848,motion,/ˈmoʊ.ʃən/,noun,a movement; the way something moves
1926,mouse,/maʊs/,noun,a small animal that has fur and a long tail
1732,multiple,/ˈmʌl.tə.pəl/,adj,many things or people
1630,musical,/ˈmju.zɪ.kəl/,noun,play or movie set to music
1639,native,/ˈneɪ.tɪv/,noun,being from or living in the place where you were born
1895,nearby,/ˈnɪərˈbaɪ/,adj,not far away
1952,neck,/nɛk/,noun,part of the body joining the head and the body
1861,negotiation,/nɪˌgoʊ.ʃiˈeɪ.ʃən/,noun,a formal discussion to reach an agreement
1694,neighborhood,/ˈneɪ.bərˌhʊd/,noun,area of a town or city that people live in
1770,northern,/ˈnɔr.ðərn/,adj,in or toward the north
1619,notion,/ˈnoʊ.ʃən/,noun,idea or opinion about doing something
1868,observation,/ˌɑb.zərˈvɛɪ.ʃən/,noun,careful watching and listening; remark or comment on something you have noticed
1930,occupy,/ˈɑk.jəˌpaɪ/,verb,"to fill a time, a space, or an area"
1794,online,/ˈɑnˌlaɪn/,adj,connected to the internet
1622,opposition,/ˌɒp.əˈzɪʃ.ən/,noun,act of disagreeing or trying to stop something
1646,ordinary,/ˈɔr.dnˌɛr.i/,adj,"not special, different, or unusual"
1988,origin,/ˈɔr.ɪ.dʒɪn/,noun,the point at which something begins or is created
1943,originally,/əˈrɪdʒ.ə.nl.i/,adv,at first; in the beginning
1615,ourselves,/aʊərˈsɛlvz/,pron,used by a speaker to show that they and one or more people are affected by their action
1626,outcome,/ˈaʊtˌkʌm/,noun,"something that happens as a result, consequence"
1931,outline,/ˈaʊtˌlaɪn/,noun,"the main ideas or facts about something, without the details"
1921,output,/ˈaʊtˌpʊt/,noun,amount of something that is produced
1837,panel,/ˈpæn.l/,noun,"a rectangular piece of wood, metal, etc., that is a part of something bigger; a group of people who discuss something"
1650,participant,/pɑrˈtɪs.ə.pənt/,noun,a person who is actively involved and included in something
1916,partly,/ˈpɑrt.li/,adv,in part; not completely
1858,passage,/ˈpæs.ɪdʒ/,noun,"a long, narrow area that connects one place to another"
1695,passenger,/ˈpæs.ən.dʒər/,noun,A person who is traveling in a vehicle
1661,peak,/pik/,noun,"the time or place when something or someone is best, greatest, highest"
1888,perfectly,/ˈpɜr.fɪkt.li/,adv,in a faultless manner; without mistakes
1782,permanent,/ˈpɜr.mə.nənt/,adj,lasting forever; not temporary or changing
1652,personality,/ˌpɜr.səˈnæl.ɪ.ti/,noun,person's character; the way that a person usually acts
1899,personally,/ˈpɜr.sə.nl.i/,adv,"by a specific person, and not by anyone else"
1697,phase,/feɪz/,noun,distinct part or step in a process
1795,phrase,/freɪz/,noun,a group of words that forms a unit and expresses a single meaning
1796,pilot,/ˈpaɪ.lət/,noun,"a person who controls an airplane, spacecraft, or boat"
1961,plain,/pleɪn/,adj,simple; easy to understand; clear
1850,plastic,/ˈplæs.tɪk/,noun,"a very common, light, strong material that can be formed into many different shapes and is made by a chemical process"
1705,plate,/pleɪt/,noun,a flat dish used for eating or serving food
1951,plot,/plɑt/,noun,"a plan to do something, often in secret and bad"
1865,pocket,/ˈpɑk.ɪt/,noun,small cloth bag sewn into clothing to hold things
1812,politician,/ˌpɑl.ɪˈtɪʃ.ən/,noun,someone who is active in politics
1684,poll,/poʊl/,noun,to get information by asking many people questions about a particular subject
1973,premise,/ˈprɛm.ɪs/,noun,a statement or idea that is accepted as being true and is used for developing other ideas and actions
1681,presentation,/ˌprɛz.ənˈteɪ.ʃən/,noun,act of giving a formal talk about something
1935,preserve,/prɪˈzɜrv/,verb,to keep something in an unchanged or perfect condition
1887,presidential,/ˌprɛz.ɪˈdɛn.ʃəl/,adj,relating to the president
1954,primarily,/praɪˈmɛr.ə.li/,adv,in the most basic or important way
1838,prime,/praɪ̯m/,adj,main; most important; best quality
1792,prior,/ˈpraɪ.ər/,adj,happening or coming earlier in time
1793,priority,/praɪˈɔr.ɪ.ti/,noun,something that is important and must be done before other things
1804,producer,/prəˈdu.sər/,noun,a company making or growing a certain product
1762,professor,/prəˈfɛs.ər/,noun,a teacher of high rank in a university or college
1726,properly,/ˈprɑp.ər.li/,adv,in a correct or suitable way depending on the situation
1663,proportion,/prəˈpɔr.ʃən/,noun,an amount that is a part of a whole thing
1949,prospect,/ˈprɑs.pɛkt/,noun,"the possibility that something might happen in the future, especially something good"
1978,protein,/ˈproʊ.tin/,noun,"a substance found in some foods, such as meat, that is needed by the body to stay healthy"
1708,protest,/ˈproʊ.tɛst/,verb,to express opposition through action or words
1890,proud,/praʊd/,adj,pleased because of something you have done
1784,pursue,/pərˈsu/,verb,to follow and try to catch something; to try to get something
1823,qualify,/ˈkwɑl.əˌfaɪ/,verb,to get the necessary skill or knowledge to do a particular job or activity
1968,rapidly,/ˈræp.ɪd.li/,adv,with great speed
1763,rare,/rɛər/,adj,not common or usual
1631,recover,/rɪˈkʌv.ər/,verb,to become healthy after an illness or injury; to get better
1687,reduction,/rɪˈdʌk.ʃən/,noun,making something smaller; reducing something
1805,regional,/ˈri.dʒə.nl/,adj,having to do with a particular area
1703,reject,/rɪˈdʒɛkt/,verb,"to refuse to believe, accept, or consider"
1623,relief,/rɪˈlif/,noun,the pleasant and relaxed feeling when something unpleasant stops or does not happen
1701,religion,/rɪˈlɪdʒ.ən/,noun,set of beliefs about a god or gods
1760,remark,/rɪˈmɑrk/,verb,to say an opinion or make a comment about something
1878,repair,/rɪˈpɛər/,verb,to fix something that is broken; fix
1905,reporter,/rɪˈpɔr.tər/,noun,"someone whose job is to write and report news for a newspaper, magazine, television, or radio station"
1859,reputation,/ˌrɛp.jəˈteɪ.ʃən/,noun,an opinion that people have about someone or something based on the past
1645,researcher,/rɪˈsɜr.tʃər/,noun,a person who studies something carefully to learn new information
1688,reserve,/rɪˈzɜrv/,verb,1. (v) to arrange to use a room or table at a particular time; 2. (n) a store of something
1799,resolution,/ˌrɛz.əˈlu.ʃən/,noun,a formal agreement or statement decided by a group of people
1777,resolve,/rɪˈzɑlv/,verb,to find an answer or way to handle a problem
1959,retain,/rɪˈteɪn/,verb,to continue to have or use something; to keep
1635,retire,/rɪˈtaɪ.ər/,verb,to stop working because you have reached a certain age
1970,revolution,/ˌrɛv.əˈlu.ʃən/,noun,"a change in the way a country is governed, usually by violence or war; a complete change"
1748,reward,/rɪˈwɔrd/,verb,to give something to someone because of their good work
1602,row,/ˈrəʊ/,verb,a straight line of people or things; one after another
1963,rural,/ˈrʊər.əl/,adj,"relating to parts of a country that are outside towns and cities, with fields, woods, etc."
1699,rush,/rʌʃ/,verb,to do something very quickly
1710,sad,/sæd/,adj,feeling unhappy; wishing something hadn't happened
1816,salary,/ˈsæl.ə.ri/,noun,money an employee is paid each year
1756,scientific,/ˌsaɪ.ənˈtɪf.ɪk/,adj,related to science
1946,secondly,/ˈsɛk.ənd.li/,adv,used to give a point or reason after the first
1815,seed,/sid/,noun,a small object made by a plant from which a new plant can grow; the beginning of something
1647,selection,/sɪˈlɛk.ʃən/,noun,the act of carefully choosing something or someone from a group
1833,self,/sɛf/,noun,the type of person you really are
1960,sequence,/ˈsi.kwəns/,noun,an ordered group of related events or things
1766,settlement,/ˈsɛt.l.mənt/,noun,an official agreement that ends an argument or fight between people or groups
1947,severe,/səˈvɪər/,adj,very bad; very serious
1609,sexual,/ˈsɛk.ʃu.əl/,adj,concerning physical activity that can produce babies
1846,sharp,/ʃɑrp/,adj,having a thin edge or point that is able to cut
1616,sheet,/ʃit/,noun,"a large piece of fabric or material that is used to cover something, often a bed"
1907,shirt,/ʃɜrt/,noun,a light piece of clothing with sleeves for the upper body
1610,shoulder,/ˈʃoʊl.dər/,noun,the part of the body where an arm attaches or joins
1666,shout,/ʃaʊt/,verb,to speak very loudly because you want to get their attention
1775,shut,/ʃʌt/,verb,to close something
1716,sick,/sɪk/,adj,having a physical or mental illness; not feeling well
1669,significantly,/sɪgˈnɪf.ɪ.kənt.li/,adv,in a way that is important or noticeable
1967,silence,/ˈsaɪ.ləns/,noun,no sound or noise
1720,sky,/skaɪ/,noun,the place where we see clouds above us
1897,slide,/slaɪd/,verb,"to move smoothly and easily, usually over a surface"
1810,slip,/slɪp/,verb,to slide out of position or fall to the ground by accident
1791,smell,/smɛl/,verb,to use your nose to sense something
1950,snow,/snəʊ/,noun,soft white pieces of frozen water falling from the clouds
1601,soft,/sɑft/,adj,"easy to press, bend or cut; not hard or firm"
1692,somehow,/ˈsʌmˌhaʊ/,adv,in a way that is not known or certain
1679,somewhat,/ˈsʌmˌwʌt/,adv,"little, not very"
1884,soul,/səʊl/,noun,the spiritual part of a person
1920,southern,/ˈsʌð.ərn/,adj,in or from the south
1653,specifically,/spɪˈsɪf.ɪk.li/,adv,in a well-defined or clear manner; in particular
1972,spell,/spɛl/,verb,"to be able to say, write, or print the letters that make up a word"
1936,split,/splɪt/,verb,to break something into pieces or divide something
1797,stable,/ˈsteɪ.bəl/,adj,in a good situation or condition; not likely to change
1707,steal,/stil/,verb,to secretly take something that belongs to another
1999,storm,/stɔrm/,noun,"bad weather with a lot of rain, snow, and strong winds"
1633,stretch,/strɛtʃ/,verb,to make something bigger or looser by pulling on it
1894,substantial,/səbˈstæn.ʃəl/,adj,"large in amount, quantity, or size"
1940,sudden,/ˈsʌd.n/,adj,happening or done quickly or unexpectedly
1932,sufficient,/səˈfɪʃ.ənt/,adj,having as much as is needed for a particular purpose
1638,suitable,/ˈsu.tə.bəl/,adj,acceptable or right for someone or something
1676,surely,/ˈʃɜr.li/,adv,with certainty; definitely
1781,sweet,/swit/,adj,tasting like sugar; containing sugar
1937,swing,/ˈswɪŋ/,verb,to move smoothly backwards and forwards or from side to side while hanging from something
1790,talent,/ˈtæl.ənt/,noun,the natural ability of a person to do something well
1785,tall,/tɔl/,adj,greater in height than average
1820,temporary,/ˈtɛm.pəˌrɛr.i/,adj,"continuing for a limited time, not permanent"
1917,tennis,/ˈtɛn.ɪs/,noun,game played by hitting a ball over a net
1644,terrible,/ˈtɛr.ə.bəl/,adj,very bad; horrible
2000,thick,/θɪk/,adj,having a large distance between two surfaces
1698,thin,/ˈθɪn/,adj,not thick; not wide in size
1636,tiny,/ˈtaɪ.ni/,adj,"very, very small"
1659,tip,/tɪp/,noun,a small piece of advice; the end of something
1693,tone,/təʊn/,noun,sound of a voice that shows emotion or meaning
1994,toy,/tɔɪ/,noun,a thing that children play with
1825,truly,/ˈtru.li/,adv,based on truth or fact or reality
1718,unable,/ʌnˈeɪ.bəl/,adj,not being able to do something
1984,unemployment,/ˌʌn.ɛmˈplɔɪ.mənt/,noun,the number of people in an area who want to work but do not have a job
1737,unlike,/ʌnˈlaɪk/,adj,appearing or being different
1873,unusual,/ʌnˈju.ʒu.əl/,adj,different from what is ordinary or normal in a way that attracts attention; not usual
1933,update,/ˈʌp.deɪt/,verb,to change something by adding the most recent information
1928,upper,/ˈʌp.ər/,adj,higher than others of the same kind
1918,urban,/ˈɜr.bən/,adj,concerning a city; located in a city
1786,urge,/ɜrdʒ/,verb,to strongly persuade someone to do something
1898,valuable,/ˈvæl.ju.ə.bəl/,adj,worth a lot of money
1779,variable,/ˈvɛər.i.ə.bəl/,adj,having the ability to change or vary
1802,vast,/væst/,adj,being very large in size or amount
1734,via,/ˈvaɪ.ə/,prep,"by going through, by way of"
1776,victory,/ˈvɪk.tə.ri/,noun,"a win in a war, game, or competition"
1651,vision,/ˈvɪʒ.ən/,noun,ability to see things with your eyes
1962,volunteer,/ˌvɑl.ənˈtɪər/,noun,someone who works willingly without pay
1752,voter,/ˈvoʊ.tər/,noun,a person who can vote in an election
1757,wage,/weɪdʒ/,noun,money paid to workers for the hours they worked
1685,weak,/wik/,adj,having little power; not strong; easy to break
1985,wheel,/wil/,noun,the round thing under a vehicle that turns and makes it move
1768,widely,/ˈwaɪd.li/,adv,by or among a large number of people
1911,winner,/ˈwɪn.ər/,noun,the person or animal that is the best in a contest or first in a race
1642,witness,/ˈwɪt.nɪs/,noun,a person who sees something happen
1667,yard,/jɑrd/,noun,outdoor area or garden next to a house
